w,x,y,z,Time
1,0,0,0,1.0099999904633
1,0,0,0,1.0199999809265
1,0,0,0,1.0299999713898
1,0,0,0,1.039999961853
1,0,0,0,1.0499999523163
1,0,0,0,1.0599999427795
1,0,0,0,1.0700000524521
1,0,0,0,1.0800000429153
1,0,0,0,1.0900000333786
1,0,0,0,1.1000000238419
1,0,0,0,1.1100000143051
1,0,0,0,1.1200000047684
1,0,0,0,1.1299999952316
1,0,0,0,1.1399999856949
1,0,0,0,1.1499999761581
1,0,0,0,1.1599999666214
1,0,0,0,1.1699999570847
1,0,0,0,1.1799999475479
1,0,0,0,1.1900000572205
1,0,0,0,1.2000000476837
1,0,0,0,1.210000038147
1,0,0,0,1.2200000286102
1,0,0,0,1.2300000190735
1,0,0,0,1.2400000095367
1,0,0,0,1.25
1,0,0,0,1.2599999904633
1,0,0,0,1.2699999809265
1,0,0,0,1.2799999713898
1,0,0,0,1.289999961853
1,0,0,0,1.2999999523163
1,0,0,0,1.3099999427795
1,0,0,0,1.3200000524521
1,0,0,0,1.3300000429153
1,0,0,0,1.3400000333786
1,0,0,0,1.3500000238419
1,0,0,0,1.3600000143051
1,0,0,0,1.3700000047684
1,0,0,0,1.3799999952316
1,0,0,0,1.3899999856949
1,0,0,0,1.3999999761581
1,0,0,0,1.4099999666214
1,0,0,0,1.4199999570847
1,0,0,0,1.4299999475479
1,0,0,0,1.4400000572205
1,0,0,0,1.4500000476837
1,0,0,0,1.460000038147
1,0,0,0,1.4700000286102
1,0,0,0,1.4800000190735
1,0,0,0,1.4900000095367
1,0,0,0,1.5
1,0,0,0,1.5099999904633
1,0,0,0,1.5199999809265
1,0,0,0,1.5299999713898
1,0,0,0,1.539999961853
1,0,0,0,1.5499999523163
1,0,0,0,1.5599999427795
1,0,0,0,1.5700000524521
1,0,0,0,1.5800000429153
1,0,0,0,1.5900000333786
1,0,0,0,1.6000000238419
1,0,0,0,1.6100000143051
1,0,0,0,1.6200000047684
1,0,0,0,1.6299999952316
1,0,0,0,1.6399999856949
1,0,0,0,1.6499999761581
1,0,0,0,1.6599999666214
1,0,0,0,1.6699999570847
1,0,0,0,1.6799999475479
1,0,0,0,1.6900000572205
1,0,0,0,1.7000000476837
1,0,0,0,1.710000038147
1,0,0,0,1.7200000286102
1,0,0,0,1.7300000190735
1,0,0,0,1.7400000095367
1,0,0,0,1.75
1,0,0,0,1.7599999904633
1,0,0,0,1.7699999809265
1,0,0,0,1.7799999713898
1,0,0,0,1.789999961853
1,0,0,0,1.7999999523163
1,0,0,0,1.8099999427795
1,0,0,0,1.8200000524521
1,0,0,0,1.8300000429153
1,0,0,0,1.8400000333786
1,0,0,0,1.8500000238419
1,0,0,0,1.8600000143051
1,0,0,0,1.8700000047684
1,0,0,0,1.8799999952316
1,0,0,0,1.8899999856949
1,0,0,0,1.8999999761581
1,0,0,0,1.9099999666214
1,0,0,0,1.9199999570847
1,0,0,0,1.9299999475479
1,0,0,0,1.9400000572205
0.9991991519928,0.030199948698282,-0.025340748950839,-0.0068458020687103,1.9500000476837
0.99695593118668,0.05884587392211,-0.049377463757992,-0.013339282944798,1.960000038147
0.99348992109299,0.085981331765652,-0.07214680314064,-0.019490364938974,1.9700000286102
0.98899656534195,0.11165663599968,-0.093690969049931,-0.025310516357422,1.9800000190735
0.98364919424057,0.13592690229416,-0.11405615508556,-0.030812090262771,1.9900000095367
0.97760093212128,0.15885028243065,-0.13329119980335,-0.036008425056934,2
0.97098648548126,0.18048670887947,-0.15144626796246,-0.040912989526987,2.0099999904633
0.96392428874969,0.20089684426785,-0.16857241094112,-0.04553959146142,2.0199999809265
0.95651757717133,0.22014136612415,-0.18472051620483,-0.049901958554983,2.0299999713898
0.94885659217834,0.23828019201756,-0.19994081556797,-0.054013684391975,2.039999961853
0.94101929664612,0.2553718984127,-0.21428240835667,-0.05788804218173,2.0499999523163
0.93307328224182,0.2714731991291,-0.22779308259487,-0.061537891626358,2.0599999427795
0.92507660388947,0.28663927316666,-0.24051892757416,-0.064975798130035,2.0699999332428
0.91707903146744,0.30092293024063,-0.25250437855721,-0.068213678896427,2.0799999237061
0.90912258625031,0.31437489390373,-0.26379182934761,-0.07126297801733,2.0899999141693
0.90124320983887,0.32704341411591,-0.27442196011543,-0.074134685099125,2.0999999046326
0.89347064495087,0.33897444605827,-0.28443330526352,-0.07683926820755,2.1099998950958
0.88582992553711,0.35021138191223,-0.29386234283447,-0.079386487603188,2.1199998855591
0.87834149599075,0.36079582571983,-0.30274370312691,-0.081785798072815,2.1300001144409
0.87102174758911,0.37076660990715,-0.31111019849777,-0.084045961499214,2.1400001049042
0.86388391256332,0.38016065955162,-0.31899258494377,-0.086175419390202,2.1500000953674
0.85693824291229,0.38901245594025,-0.32642015814781,-0.088181883096695,2.1600000858307
0.85019242763519,0.39735466241837,-0.33342015743256,-0.090072922408581,2.1700000762939
0.84365177154541,0.40521824359894,-0.34001839160919,-0.091855391860008,2.1800000667572
0.83731979131699,0.4126318693161,-0.34623920917511,-0.093535900115967,2.1900000572205
0.83119857311249,0.41962257027626,-0.35210511088371,-0.095120541751385,2.2000000476837
0.82528847455978,0.42621582746506,-0.35763755440712,-0.096615128219128,2.210000038147
0.81958878040314,0.43243557214737,-0.36285653710365,-0.098025053739548,2.2200000286102
0.81409788131714,0.43830412626266,-0.36778077483177,-0.09935536980629,2.2300000190735
0.80881327390671,0.44384241104126,-0.37242794036865,-0.10061088204384,2.2400000095367
0.80373156070709,0.4490701854229,-0.37681457400322,-0.10179586708546,2.25
0.79884898662567,0.45400592684746,-0.38095605373383,-0.10291468352079,2.2599999904633
0.79416131973267,0.45866677165031,-0.38486704230309,-0.10397122055292,2.2699999809265
0.78966373205185,0.46306920051575,-0.38856106996536,-0.10496911406517,2.2799999713898
0.78535139560699,0.46722805500031,-0.39205086231232,-0.10591184347868,2.289999961853
0.78121900558472,0.47115787863731,-0.39534839987755,-0.10680267959833,2.2999999523163
0.77726137638092,0.47487184405327,-0.39846479892731,-0.10764458030462,2.3099999427795
0.77347278594971,0.47838270664215,-0.40141072869301,-0.10844038426876,2.3199999332428
0.76984792947769,0.4817019701004,-0.40419599413872,-0.1091927960515,2.3299999237061
0.76638120412827,0.48484075069427,-0.40682971477509,-0.10990428924561,2.3399999141693
0.76306688785553,0.48780953884125,-0.40932086110115,-0.1105772331357,2.3499999046326
0.75989961624146,0.49061790108681,-0.41167736053467,-0.1112138107419,2.3599998950958
0.75687390565872,0.49327498674393,-0.41390693187714,-0.11181609332561,2.3699998855591
0.75398427248001,0.49578949809074,-0.4160168170929,-0.11238602548838,2.3800001144409
0.75122582912445,0.49816903471947,-0.41801351308823,-0.11292540282011,2.3900001049042
0.74859285354614,0.50042176246643,-0.41990369558334,-0.1134360358119,2.4000000953674
0.74608063697815,0.50255435705185,-0.42169323563576,-0.11391951143742,2.4100000858307
0.74368405342102,0.50457382202148,-0.4233877658844,-0.11437725275755,2.4200000762939
0.74139845371246,0.5064862370491,-0.42499250173569,-0.11481083184481,2.4300000667572
0.73921912908554,0.50829750299454,-0.42651236057281,-0.11522147804499,2.4400000572205
0.73714166879654,0.5100132226944,-0.4279520213604,-0.11561039090157,2.4500000476837
0.73516148328781,0.51163876056671,-0.42931598424911,-0.11597888171673,2.460000038147
0.7332746386528,0.51317894458771,-0.43060833215714,-0.11632800102234,2.4700000286102
0.73147666454315,0.51463860273361,-0.43183305859566,-0.116658821702,2.4800000190735
0.72976398468018,0.51602184772491,-0.43299373984337,-0.11697235703468,2.4900000095367
0.72813260555267,0.51733291149139,-0.43409386277199,-0.11726954579353,2.5
0.7265790104866,0.51857572793961,-0.4351367354393,-0.11755132675171,2.5099999904633
0.72509974241257,0.51975381374359,-0.43612530827522,-0.11781840771437,2.5199999809265
0.72369122505188,0.52087086439133,-0.43706250190735,-0.11807156354189,2.5299999713898
0.72235041856766,0.52193009853363,-0.43795126676559,-0.11831167340279,2.539999961853
0.72107404470444,0.52293449640274,-0.4387940466404,-0.11853935569525,2.5499999523163
0.71985924243927,0.5238870382309,-0.43959337472916,-0.11875526607037,2.5599999427795
0.71870321035385,0.52479040622711,-0.44035136699677,-0.11896003782749,2.5699999332428
0.71760308742523,0.52564734220505,-0.44107037782669,-0.11915422976017,2.5799999237061
0.7165561914444,0.52646017074585,-0.44175243377686,-0.11933850497007,2.5899999141693
0.71556037664413,0.52723121643066,-0.44239941239357,-0.11951330304146,2.5999999046326
0.71461308002472,0.5279626250267,-0.44301310181618,-0.11967915296555,2.6099998950958
0.71371167898178,0.52865672111511,-0.4435955286026,-0.11983653157949,2.6199998855591
0.71285438537598,0.52931523323059,-0.44414806365967,-0.11998584866524,2.6300001144409
0.71203887462616,0.52994012832642,-0.4446724653244,-0.12012752145529,2.6400001049042
0.71126329898834,0.53053307533264,-0.44517004489899,-0.12026190012693,2.6500000953674
0.7105256319046,0.53109574317932,-0.44564226269722,-0.12038944661617,2.6600000858307
0.70982432365417,0.53162974119186,-0.44609028100967,-0.12051048874855,2.6700000762939
0.70915722846985,0.53213667869568,-0.4465155005455,-0.12062537670135,2.6800000667572
0.70852315425873,0.53261768817902,-0.4469191133976,-0.12073440849781,2.6900000572205
0.70792007446289,0.533074259758,-0.44730216264725,-0.12083791941404,2.7000000476837
0.70734667778015,0.5335077047348,-0.44766575098038,-0.12093614786863,2.710000038147
0.70680153369904,0.53391915559769,-0.44801107048988,-0.12102946639061,2.7200000286102
0.70628297328949,0.53430986404419,-0.44833886623383,-0.12111809849739,2.7300000190735
0.70579046010971,0.5346804857254,-0.44864988327026,-0.12120211869478,2.7400000095367
0.70532208681107,0.5350324511528,-0.44894525408745,-0.12128187716007,2.75
0.70487695932388,0.53536641597748,-0.44922557473183,-0.12135761231184,2.7599999904633
0.70445382595062,0.53568363189697,-0.44949170947075,-0.12142949551344,2.7699999809265
0.70405155420303,0.53598475456238,-0.44974440336227,-0.12149779498577,2.7799999713898
0.70366907119751,0.5362708568573,-0.44998440146446,-0.12156260758638,2.789999961853
0.70330548286438,0.53654253482819,-0.45021235942841,-0.12162417918444,2.7999999523163
0.70296013355255,0.53680026531219,-0.4504286646843,-0.12168260663748,2.8099999427795
0.70263183116913,0.53704500198364,-0.45063400268555,-0.12173803150654,2.8199999332428
0.70231968164444,0.53727757930756,-0.4508290886879,-0.1217906922102,2.8299999237061
0.70202338695526,0.53749823570251,-0.45101422071457,-0.12184066325426,2.8399999141693
0.70174121856689,0.53770804405212,-0.45119026303291,-0.12188826501369,2.8499999046326
0.70147323608398,0.53790718317032,-0.45135736465454,-0.12193343043327,2.8599998950958
0.70121884346008,0.53809612989426,-0.45151594281197,-0.12197624146938,2.8699998855591
0.70097672939301,0.53827577829361,-0.4516666829586,-0.12201691418886,2.8800001144409
0.7007469534874,0.53844618797302,-0.4518096446991,-0.12205559760332,2.8900001049042
0.70052856206894,0.53860795497894,-0.45194548368454,-0.12209233641624,2.9000000953674
0.70032119750977,0.53876155614853,-0.45207431912422,-0.12212716042995,2.9100000858307
0.7001239657402,0.53890758752823,-0.45219686627388,-0.12216026335955,2.9200000762939
0.69993650913239,0.53904628753662,-0.4523132443428,-0.12219170480967,2.9300000667572
0.69975811243057,0.53917819261551,-0.45242395997047,-0.1222216412425,2.9400000572205
0.69958835840225,0.53930360078812,-0.4525291621685,-0.12225008755922,2.9500000476837
0.699427485466,0.53942257165909,-0.45262891054153,-0.12227705866098,2.960000038147
0.6992751955986,0.53953498601913,-0.45272323489189,-0.12230257689953,2.9700000286102
0.69913017749786,0.5396420955658,-0.45281308889389,-0.12232685089111,2.9800000190735
0.69899201393127,0.53974401950836,-0.45289862155914,-0.12234994769096,2.9900000095367
0.69886058568954,0.53984099626541,-0.45297998189926,-0.12237190455198,3
0.69873631000519,0.53993248939514,-0.4530568420887,-0.12239267677069,3.0099999904633
0.69861847162247,0.54001939296722,-0.45312973856926,-0.12241236120462,3.0199999809265
0.69850653409958,0.54010188579559,-0.4531988799572,-0.1224309951067,3.0299999713898
0.69840025901794,0.54018020629883,-0.45326465368271,-0.122448772192,3.039999961853
0.69829970598221,0.54025429487228,-0.45332676172256,-0.12246555089951,3.0499999523163
0.69820302724838,0.54032534360886,-0.45338651537895,-0.1224816814065,3.0599999427795
0.6981121301651,0.54039233922958,-0.45344266295433,-0.1224968880415,3.0699999332428
0.69802534580231,0.54045611619949,-0.45349615812302,-0.12251131981611,3.0799999237061
0.69794321060181,0.5405165553093,-0.4535468518734,-0.12252505123615,3.0899999141693
0.69786494970322,0.54057425260544,-0.45359516143799,-0.12253806740046,3.0999999046326
0.69779056310654,0.54062885046005,-0.45364108681679,-0.12255048751831,3.1099998950958
0.69771933555603,0.54068130254745,-0.45368498563766,-0.12256230413914,3.1199998855591
0.69765150547028,0.54073113203049,-0.4537268280983,-0.12257361412048,3.1300001144409
0.69758820533752,0.54077762365341,-0.45376574993134,-0.12258420139551,3.1400001049042
0.6975274682045,0.54082238674164,-0.45380318164825,-0.12259433418512,3.1500000953674
0.69747084379196,0.54086393117905,-0.45383816957474,-0.12260375916958,3.1600000858307
0.69741529226303,0.54090470075607,-0.45387235283852,-0.12261302769184,3.1700000762939
0.69736129045486,0.5409442782402,-0.45390564203262,-0.12262205779552,3.1800000667572
0.69731175899506,0.54098069667816,-0.45393615961075,-0.12263026088476,3.1900000572205
0.69726711511612,0.54101353883743,-0.45396369695663,-0.12263767421246,3.2000000476837
0.69722229242325,0.54104644060135,-0.45399129390717,-0.12264509499073,3.210000038147
0.69717931747437,0.54107791185379,-0.45401772856712,-0.1226522102952,3.2200000286102
0.6971400976181,0.54110670089722,-0.4540419280529,-0.12265871465206,3.2300000190735
0.69710296392441,0.54113394021988,-0.45406490564346,-0.12266493588686,3.2400000095367
0.69706565141678,0.54116123914719,-0.45408788323402,-0.12267115712166,3.25
0.6970329284668,0.54118520021439,-0.45410805940628,-0.12267664074898,3.2599999904633
0.69700258970261,0.54120755195618,-0.45412677526474,-0.12268167734146,3.2699999809265
0.69696962833405,0.54123175144196,-0.45414698123932,-0.12268723547459,3.2799999713898
0.69693917036057,0.5412540435791,-0.4541657269001,-0.12269226461649,3.289999961853
0.69691133499146,0.54127442836761,-0.45418277382851,-0.12269687652588,3.2999999523163
0.69688653945923,0.54129266738892,-0.45419806241989,-0.12270099669695,3.3099999427795
0.69686502218246,0.54130852222443,-0.45421129465103,-0.12270455062389,3.3199999332428
0.69684344530106,0.54132431745529,-0.45422464609146,-0.12270814925432,3.3299999237061
0.69681859016418,0.54134249687195,-0.45423990488052,-0.12271224707365,3.3399999141693
0.69680112600327,0.54135525226593,-0.45425063371658,-0.12271520495415,3.3499999046326
0.6967836022377,0.5413681268692,-0.45426142215729,-0.12271809577942,3.3599998950958
0.69676214456558,0.54138392210007,-0.45427465438843,-0.12272171676159,3.3699998855591
0.69674968719482,0.54139298200607,-0.45428228378296,-0.12272377312183,3.3800001144409
0.69673728942871,0.54140216112137,-0.45428991317749,-0.12272585183382,3.3900001049042
0.6967197060585,0.54141509532928,-0.45430073142052,-0.12272875010967,3.4000000953674
0.69670712947845,0.54142433404922,-0.45430842041969,-0.12273084372282,3.4100000858307
0.69668942689896,0.54143732786179,-0.45431926846504,-0.12273376435041,3.4200000762939
0.69667172431946,0.54145032167435,-0.45433011651039,-0.12273672223091,3.4300000667572
0.69665396213531,0.54146325588226,-0.45434102416039,-0.12273967266083,3.4400000572205
0.69663631916046,0.54147619009018,-0.45435190200806,-0.12274258583784,3.4500000476837
0.69662392139435,0.54148524999619,-0.45435953140259,-0.12274461239576,3.460000038147
0.6966238617897,0.54148542881012,-0.45435959100723,-0.12274468690157,3.4700000286102
0.69662362337112,0.54148548841476,-0.45435976982117,-0.12274467945099,3.4800000190735
0.69662356376648,0.54148548841476,-0.45435982942581,-0.12274473160505,3.4900000095367
0.69662344455719,0.54148554801941,-0.45436000823975,-0.12274476885796,3.5
0.69662326574326,0.54148572683334,-0.45436009764671,-0.12274472415447,3.5099999904633
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5199999809265
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5299999713898
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.539999961853
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5499999523163
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5599999427795
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5699999332428
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5799999237061
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5899999141693
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.5999999046326
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6099998950958
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6199998855591
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6300001144409
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6400001049042
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6500000953674
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6600000858307
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6700000762939
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6800000667572
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.6900000572205
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7000000476837
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.710000038147
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7200000286102
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7300000190735
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7400000095367
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.75
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7599999904633
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7699999809265
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7799999713898
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.789999961853
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.7999999523163
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8099999427795
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8199999332428
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8299999237061
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8399999141693
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8499999046326
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8599998950958
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8699998855591
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8800001144409
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.8900001049042
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9000000953674
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9100000858307
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9200000762939
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9300000667572
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9400000572205
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9500000476837
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.960000038147
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9700000286102
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9800000190735
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,3.9900000095367
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0100002288818
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0199999809265
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0300002098083
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.039999961853
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0500001907349
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0599999427795
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0700001716614
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0799999237061
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0900001525879
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.0999999046326
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1100001335144
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1199998855591
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1300001144409
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1399998664856
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1500000953674
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1599998474121
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1700000762939
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1799998283386
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1900000572205
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.1999998092651
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.210000038147
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.2199997901917
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.2300000190735
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.2399997711182
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.25
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.2600002288818
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.2699999809265
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.2800002098083
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.289999961853
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3000001907349
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3099999427795
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3200001716614
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3299999237061
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3400001525879
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3499999046326
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3600001335144
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3699998855591
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3800001144409
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.3899998664856
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4000000953674
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4099998474121
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4200000762939
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4299998283386
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4400000572205
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4499998092651
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.460000038147
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4699997901917
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4800000190735
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.4899997711182
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.5
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.5100002288818
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.5199999809265
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.5300002098083
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.539999961853
0.69662320613861,0.5414856672287,-0.45436012744904,-0.12274478375912,4.5500001907349
