gyroX,gyroY,gyroZ,accelX,accelY,accelZ,magnetX,magnetY,magnetZ,Time
4.0991245512982,1.786013771437,-3.6335025428693,5.0096582403017,-5.2364126134793,-6.6120601086556,0.73272100643796,0.68035297436514,0.016321934324908,0
3.8956245474673,1.6931351950402,-3.4536858714192,4.7916529102152,-5.1661867210234,-6.8247119008541, , , ,0.0099999997764826
3.7024402372706,1.605515183954,-3.2823494331863,4.5111849218545,-5.0594407546487,-7.0906976343986,0.77817177264026,0.62667194347821,0.042380810198742,0.019999999552965
3.5181167896757,1.5219469283501,-3.1200526995012,4.2444835562101,-4.9402483391907,-7.3353354898492, , , ,0.029999999329448
3.3430118275585,1.4429239015552,-2.9656813677228,3.9916847409581,-4.8110327710054,-7.5597063068931,0.81640555059747,0.57417915828262,0.061143499013557,0.03999999910593
3.1776322697002,1.369190212994,-2.8177485787691,3.752481167392,-4.6742878315832,-7.7652400788072, , , ,0.050000000745058
3.0201541685034,1.2991206286714,-2.6773992765853,3.5265214201228,-4.5318865050273,-7.9532350319089,0.84857815323437,0.52381569907731,0.073801037818302,0.059999998658895
2.8694426418133,1.2316901696946,-2.5449908244757,3.3134569970183,-4.3856874640831,-8.1249851348722, , , ,0.070000000298023
2.7269859922204,1.1686722217522,-2.41830768217,3.1126577505122,-4.2372213536925,-8.2817316112324,0.8754962073755,0.47643165513713,0.081925757103696,0.079999998211861
2.5918507099941,1.1092215431219,-2.2976262550999,2.9238101901692,-4.0876476075929,-8.4246067168998, , , ,0.090000003576279
2.463967471627,1.0534545961936,-2.1822686479156,2.7463176450532,-3.9380668839695,-8.5546211578813,0.89768361285064,0.43200775574932,0.086278279152645,0.10000000149012
2.3412562543044,0.99943757727996,-2.0738883424777,2.5794830714585,-3.7894209857857,-8.6730668658651, , , ,0.10999999940395
2.2253096395491,0.94890063533096,-1.9701400609505,2.4230333283093,-3.6423959793632,-8.7805828762555,0.91606295971138,0.39122471480569,0.087937662200575,0.11999999731779
2.1142120769997,0.90019942257254,-1.8724408871236,2.276243497544,-3.4976533467725,-8.8783058420372, , , ,0.12999999523163
2.0091063020125,0.85444754775242,-1.778988633665,2.138733779614,-3.3554873617496,-8.9668631550419,0.93140132943107,0.35361561758215,0.087410495041013,0.14000000059605
1.909452435055,0.81133095968027,-1.6900071349833,2.0097090667172,-3.2166069752038,-9.0473040705193, , , ,0.15000000596046
1.8144970023116,0.7701713663844,-1.6056821008441,1.8888518117668,-3.0812797952381,-9.1202291790674,0.94379445687083,0.31925835282182,0.085593134353694,0.15999999642372
1.7237018859287,0.73060249780356,-1.5261266267088,1.7756936843559,-2.9494765518922,-9.1862112868013, , , ,0.17000000178814
1.6377648796971,0.69339210273437,-1.4501342360637,1.6695736656038,-2.8216901688369,-9.2460912380905,0.95408336665883,0.2880208428172,0.082610672925446,0.18000000715256
1.5558770579783,0.65798823244811,-1.3780996026166,1.5701472907953,-2.6980504802974,-9.3003505983546, , , ,0.18999999761581
1.478305606067,0.62455327643575,-1.3094807972384,1.4769595957792,-2.5785681136268,-9.3494372321252,0.96247433922709,0.25967313493239,0.078874782179016,0.20000000298023
1.4045388542803,0.59285112802018,-1.2442318776963,1.3897014532147,-2.4631554484358,-9.3938651148794, , , ,0.20999999344349
1.3347449544709,0.56304460736547,-1.1819879734826,1.3078622168795,-2.3519956529315,-9.4341196326563,0.96938830724358,0.23402552745171,0.074638564882333,0.21999999880791
1.2679915369405,0.53430734338469,-1.1232437343246,1.2312166861484,-2.244988744915,-9.4704941395241, , , ,0.23000000417233
1.2055180657781,0.50804421729289,-1.0664224628776,1.1593999361175,-2.1420196504043,-9.5033130613457,0.97493362287971,0.21087874739262,0.070169093652364,0.23999999463558
1.1467067969246,0.48369665104896,-1.011927775666,1.092013776595,-2.0431930597643,-9.5330842983718, , , ,0.25
1.0890595015903,0.45883501193657,-0.96189282920861,1.0288549421167,-1.9483120554027,-9.559947838431,0.9796662990214,0.18990424757764,0.065585105353945,0.25999999046326
1.0339381351586,0.43481979795565,-0.9146850737091,0.96958780299275,-1.8571844868692,-9.5841992827838, , , ,0.27000001072884
0.98303304266875,0.41356492827117,-0.86834981745711,0.91399025272372,-1.770019866377,-9.6061313801027,0.983292464379,0.17101559115675,0.061115306259502,0.28000000119209
0.93531250324847,0.39404620129536,-0.82367758211369,0.86182742859351,-1.6865896156645,-9.6259613204892, , , ,0.28999999165535
0.88972358089122,0.37523935324353,-0.7814952753532,0.81280114670348,-1.6067777315597,-9.643889876195,0.98645784364149,0.15412327751024,0.056587173119677,0.30000001192093
0.8450809778019,0.35612300081932,-0.74269864545859,0.76686182015706,-1.5304172977148,-9.6600363034842, , , ,0.31000000238419
0.80274797446976,0.33798373932651,-0.70580607002189,0.72354067339445,-1.457424874704,-9.6747186511434,0.98892812638267,0.13875245542316,0.052220859893943,0.31999999284744
0.76275143274266,0.32105712036491,-0.67050039114639,0.68291903973858,-1.3877441532871,-9.6879570802855, , , ,0.33000001311302
0.72495944420363,0.30519562585431,-0.63670317522577,0.64468773141476,-1.3211718132069,-9.6999058674465,0.9910315086326,0.12496997192323,0.048023007686109,0.34000000357628
0.68941331445249,0.29046423379823,-0.60432910357699,0.60878004327098,-1.2576189365227,-9.7106737186764, , , ,0.34999999403954
0.65645691862818,0.27731771415532,-0.57263909259984,0.57501696139031,-1.1967743325471,-9.7203687902812,0.9926175968459,0.11261218212142,0.044210121867577,0.36000001430511
0.62344671557732,0.26313836725994,-0.54431439010862,0.54339752208259,-1.1389254438747,-9.7290358614548, , , ,0.37000000476837
0.59096206417096,0.24853849622418,-0.51846432023519,0.51349040099305,-1.0836669590848,-9.7369601237109,0.99402793641769,0.10145190111111,0.040582589332444,0.37999999523163
0.56168146891877,0.23626286379791,-0.49234005385791,0.48531815323752,-1.031046221952,-9.7441149722579, , , ,0.38999998569489
0.53313760092853,0.22391898665067,-0.46823165757627,0.458690306069,-0.98111562694763,-9.7507092633842,0.99514450184305,0.091459470511495,0.037099790766798,0.40000000596046
0.50713008105096,0.21332504428632,-0.44417032392142,0.4335226663783,-0.93341774156008,-9.7567404745009, , , ,0.40999999642372
0.48195696537377,0.20272465794874,-0.42186303642747,0.4100446035756,-0.88803504159354,-9.7619907483587,0.9960709231641,0.082269282256691,0.033875042720054,0.41999998688698
0.45728013873747,0.19194951181997,-0.40141988497441,0.3876895355926,-0.84447573954185,-9.7668011007782, , , ,0.43000000715256
0.43537708457737,0.18323396919748,-0.3803950682459,0.36676008233482,-0.80338807401563,-9.7711736728971,0.99674857973561,0.074282103562561,0.030948443421805,0.43999999761581
0.41347912984539,0.17391749369127,-0.36156801379043,0.34707580499426,-0.76381427806523,-9.7749462312097, , , ,0.44999998807907
0.39360001289776,0.16596550826665,-0.34273362455724,0.32840297165572,-0.72615846496107,-9.778420634126,0.99743027080157,0.066855335697007,0.028145102668914,0.46000000834465
0.37391700660672,0.15759564373404,-0.3255888566587,0.31067206732521,-0.69097654517413,-9.7818411614475, , , ,0.46999999880791
0.3551779212787,0.14966824726248,-0.30939244905482,0.29406878194527,-0.6568752435799,-9.7846377000837,0.99794205992211,0.060285534962883,0.025790195627726,0.47999998927116
0.33717992044326,0.14187203026533,-0.29416830465383,0.27852937742169,-0.62483328880606,-9.7871971420205, , , ,0.49000000953674
0.32133861549439,0.13580527863353,-0.27846821899057,0.2637053927073,-0.59390669776992,-9.7894751758248,0.99820877148504,0.054299141284827,0.023326536604035,0.5
0.30544192241718,0.12912657438615,-0.26440958038271,0.24973502265936,-0.56466151220628,-9.7915710328486, , , ,0.50999999046326
0.29055347195535,0.12303510615727,-0.2508178107356,0.23655022766851,-0.53651380885195,-9.7933584429349,0.99852886537826,0.048920508177818,0.021164857444826,0.51999998092651
0.27721591083471,0.11803806579109,-0.23709172239145,0.22421567804246,-0.5102320903684,-9.7950224490649, , , ,0.52999997138977
0.26405292459269,0.11281336440654,-0.22456306248938,0.21249638828465,-0.48499913136114,-9.7964879338681,0.99875452243194,0.044185412579862,0.019301115126522,0.54000002145767
0.25111791534837,0.10739070429309,-0.21306740056972,0.20136695855069,-0.46117712186408,-9.7978827914543, , , ,0.55000001192093
