Key,Distance,Teta,Time
72,2.8839595230119,-0.019138592765614,0.0
24,1.3783680853883,0.68292752774984,0.0
16,1.3152506407427,-0.29719614140382,0.0
19,3.057060673232,0.25665924741462,0.0
72,2.89974178915,-0.019073476595172,0.050000000745058
24,1.535154832559,0.68499133573336,0.050000000745058
16,1.3413029052931,-0.29814760071475,0.050000000745058
19,3.0726699030392,0.25715315128866,0.050000000745058
72,2.8604364999119,-0.019090708632578,0.10000000149012
24,1.5058746983643,0.68704243740792,0.10000000149012
16,1.3734003814104,-0.29922526944482,0.10000000149012
19,2.9790686515805,0.25757977310551,0.10000000149012
72,2.8189990169149,-0.019112927744319,0.15000000596046
24,1.5963587468777,0.68909047273547,0.15000000596046
16,1.3458758969693,-0.30030697562294,0.15000000596046
19,2.9540592507087,0.25800055228378,0.15000000596046
72,2.8582144120647,-0.019131540772903,0.20000000298023
24,1.5411260780061,0.69115385824795,0.20000000298023
16,1.2822419153824,-0.30139372845486,0.20000000298023
19,3.0546136942694,0.25842663721037,0.20000000298023
72,2.8633226394145,-0.019140863599672,0.25
24,1.4789428022727,0.69323688523867,0.25
16,1.1894904451277,-0.30247804710482,0.25
19,2.955724120747,0.25886334194769,0.25
72,2.8714014800521,-0.019163823666362,0.30000001192093
24,1.4515875642477,0.69531668757941,0.30000001192093
16,1.2688711950426,-0.30358374876224,0.30000001192093
19,3.0392571506607,0.25928785500381,0.30000001192093
72,2.929867455865,-0.019174177101925,0.34999999403954
24,1.4493893981342,0.69741842790936,0.34999999403954
16,1.369672929069,-0.30468494536492,0.34999999403954
19,3.0305034323101,0.25972615540681,0.34999999403954
72,2.870147378396,-0.019181328864842,0.40000000596046
24,1.4912948607005,0.69953624590379,0.40000000596046
16,1.2318793649366,-0.30578954990389,0.40000000596046
19,2.8946446608561,0.26016930178899,0.40000000596046
72,2.8823768525514,-0.019212057198893,0.44999998807907
24,1.4159433631627,0.70163946197702,0.44999998807907
