X,Y,Time
-1.6565838253552,-0.0038395860930835,0.0
-1.689955651578,-0.0084726195295079,0.050000000745058
-1.6318723834705,0.0094913396145736,0.10000000149012
-1.5733061504506,0.027139854946623,0.15000000596046
-1.6108580527281,-0.033394626107239,0.20000000298023
-1.6560910095703,-0.034170613654934,0.25
-1.633871214056,-0.046348193581247,0.30000001192093
-1.5301501721882,0.050872493144722,0.34999999403954
-1.555711933337,0.0071968971051804,0.40000000596046
-1.5927834525431,0.047401004542343,0.44999998807907
-1.5796646837125,-0.077221123845353,0.5
-1.5988252086122,0.040471014315205,0.55000001192093
-1.5488641375105,-0.058713142252346,0.60000002384186
-1.5244548977831,-0.04139068769405,0.64999997615814
-1.5473504459262,0.048718686877829,0.69999998807907
-1.5347875019319,0.0030977431215778,0.75
-1.4878350126698,-0.036626120970917,0.80000001192093
-1.5560524007037,0.078282794208814,0.85000002384186
-1.600807731294,-0.011622992783194,0.89999997615814
-1.5203822835966,0.015865983710782,0.94999998807907
-1.5256139469258,0.0053472418458542,1.0
-1.6190129218291,-0.037212283060185,1.0499999523163
-1.4871920771626,-0.077829422960172,1.1000000238419
-1.4972501600877,0.036465851999277,1.1499999761581
-1.4639207253128,-0.0737548725713,1.2000000476837
-1.6010298923453,-0.005589048057675,1.25
-1.4085895685797,0.017009315605147,1.2999999523163
-1.6317923125193,0.04130575294454,1.3500000238419
-1.5011355043451,0.012022758106809,1.3999999761581
-1.5151028839173,0.018154081867355,1.4500000476837
-1.4930908774583,0.013969485073556,1.5
-1.4478156997979,-0.034027369232395,1.5499999523163
-1.462047985471,0.00078051212074835,1.6000000238419
-1.5372643808891,-0.0010776870090356,1.6499999761581
-1.4982201189367,0.040484675779123,1.7000000476837
-1.4289514587745,0.017554613978977,1.75
-1.3978195547211,0.03577409164749,1.7999999523163
-1.4400672661398,0.021014353027506,1.8500000238419
-1.4659630752754,-0.025767321276491,1.8999999761581
-1.4231325319717,0.053613444066229,1.9500000476837
-1.5006329796952,-0.10721127851573,2.0
-1.4731715400572,0.036896809108724,2.0499999523163
-1.348313619425,-0.032239171477754,2.0999999046326
-1.3499157732333,0.02545930612215,2.1500000953674
-1.3983639514045,0.026125669690227,2.2000000476837
-1.4495200969845,0.054540185195752,2.25
-1.3893367195007,0.027457942907953,2.2999999523163
-1.4240056224733,-0.10440424192611,2.3499999046326
-1.4050597089602,-0.092851941723521,2.4000000953674
-1.3914938507254,0.068560383628172,2.4500000476837
-1.3562853610401,0.042889501440333,2.5
-1.4417049775732,0.0083418105542523,2.5499999523163
-1.4201133738856,0.0026570260142131,2.5999999046326
-1.3390375424587,-0.034654340501223,2.6500000953674
-1.4006973534046,0.018304678169258,2.7000000476837
-1.4254253212609,0.074159702934868,2.75
-1.310463497844,0.0042914178752005,2.7999999523163
-1.4261004943614,-0.010062175104276,2.8499999046326
-1.382621678983,-0.00852727257841,2.9000000953674
-1.2778502257603,0.025852932685147,2.9500000476837
-1.3646418864911,-0.02286639452729,3.0
-1.3463604450918,0.04245370947063,3.0499999523163
-1.2778476489114,0.044802093730509,3.0999999046326
-1.2142638290819,0.066072653476086,3.1500000953674
-1.3633206858387,-0.00063705743667448,3.2000000476837
-1.3529344549992,-0.0230375030486,3.25
-1.2829511178662,-0.075248254548611,3.2999999523163
-1.279912207436,0.010346764180297,3.3499999046326
-1.3245844939186,-0.039756920606636,3.4000000953674
-1.2731511985265,-0.064348945516219,3.4500000476837
-1.2648400320167,0.0066891655584691,3.5
-1.3295363537967,0.056659539023547,3.5499999523163
-1.3454836942342,-0.020705220892821,3.5999999046326
-1.2878590462543,0.0017012607506811,3.6500000953674
-1.3187133162549,0.0054488888422954,3.7000000476837
-1.3182889162504,0.0077657567420056,3.75
-1.2281081581711,0.035297851956287,3.7999999523163
-1.2112398004842,0.03234250578396,3.8499999046326
-1.2452190534244,0.025653029423345,3.9000000953674
-1.2766981573153,0.082391359965869,3.9500000476837
-1.2762458418053,-0.0048948894564091,4.0
-1.2093991205306,0.083371100715952,4.0500001907349
-1.2297441986989,-0.034880102643329,4.0999999046326
-1.1964209342271,-0.033594572945662,4.1500000953674
-1.0828915528065,0.048100209913687,4.1999998092651
-1.1747834694397,0.025459723872899,4.25
-1.1643371616539,-0.010248000581928,4.3000001907349
-1.2301326737828,0.071623407934558,4.3499999046326
-1.1579453388575,0.019748313423197,4.4000000953674
-1.1862186371353,0.048679325678608,4.4499998092651
-1.1991680090472,0.079311728167354,4.5
-1.2588534907687,0.10628743823327,4.5500001907349
-1.1677838684469,-0.0016494734180102,4.5999999046326
-1.1644144496429,0.0011864126584782,4.6500000953674
-1.1525299443743,-0.12780911020917,4.6999998092651
-1.1714658985867,0.059567560729938,4.75
-1.2337270142346,0.074352086401872,4.8000001907349
-1.1581258705034,0.020591856415972,4.8499999046326
-1.1283321733665,0.07167546924574,4.9000000953674
-1.0603647255537,0.026157644306089,4.9499998092651
-1.097883274367,-0.015905920903906,5.0
-1.2116128398336,0.046779035510067,5.0500001907349
-1.0477962366948,0.0032172553321962,5.0999999046326
-1.0911822480025,-0.066627524916238,5.1500000953674
-1.1309593365755,-0.016840281630564,5.1999998092651
-1.0881459588007,0.0045841661611482,5.25
-1.0301177533334,0.013440228760765,5.3000001907349
-1.1885864244699,-0.062854165330819,5.3499999046326
-1.1066974050904,0.022574863304524,5.4000000953674
-1.1615613354679,0.03236696900317,5.4499998092651
-1.1482057111305,0.0041608870731803,5.5
-1.0728035601817,-0.0056222846109734,5.5500001907349
-0.96743002449374,0.04408541328711,5.5999999046326
